id_municipio,rede,diretoria,id_escola,id_escola_sp,nivel_socio_economico
3550308,estadual,NORTE 1,35000012,12,2.71
3550308,estadual,NORTE 1,35000024,24,3.93
3550308,estadual,NORTE 1,35000036,36,4.02
3550308,estadual,NORTE 1,35000048,48,4.27
3550308,estadual,NORTE 1,35000059,59,4.04
3550308,estadual,NORTE 1,35000061,61,4.55
3550308,estadual,NORTE 1,35000073,73,4.19
3550308,estadual,NORTE 1,35000085,85,3.86
3550308,estadual,NORTE 1,35000097,97,5.06
3550308,estadual,NORTE 1,35000103,103,5.09
3550308,estadual,NORTE 1,35000115,115,4.81
3550308,estadual,NORTE 1,35000127,127,3.04
3550308,estadual,NORTE 1,35000139,139,2.87
3550308,estadual,NORTE 1,35000140,140,3.37
3550308,estadual,NORTE 1,35000152,152,3.37
3550308,estadual,NORTE 1,35000164,164,2.64
3550308,estadual,NORTE 1,35000176,176,3.68
3550308,estadual,NORTE 1,35000188,188,2.56
3550308,estadual,NORTE 1,35000197,197,3.36
3550308,estadual,NORTE 1,35000206,206,3.7
3550308,estadual,NORTE 1,35000218,218,2.59
3550308,estadual,NORTE 1,35000224,224,3.01
3550308,estadual,NORTE 1,35000231,231,5.03
3550308,estadual,NORTE 1,35000243,243,3.78
3550308,estadual,NORTE 1,35000255,255,4.15
3550308,estadual,NORTE 1,35000267,267,1.85
3550308,estadual,NORTE 1,35000279,279,4.65
3550308,estadual,NORTE 1,35000280,280,3.33
3550308,estadual,NORTE 1,35000292,292,6.05
3550308,estadual,CENTRO,35000309,309,2.37
3550308,estadual,CENTRO,35000310,310,4.35
3550308,estadual,CENTRO,35000322,322,2.9
3550308,estadual,CENTRO,35000334,334,1.83
3550308,estadual,NORTE 1,35000346,346,1.94
3550308,estadual,CENTRO,35000358,358,4.12
3550308,estadual,NORTE 1,35000361,361,2.05
3550308,estadual,NORTE 2,35000371,371,3.86
3550308,estadual,CENTRO,35000383,383,2.74
3550308,estadual,NORTE 1,35000395,395,3.25
3550308,estadual,NORTE 1,35000401,401,2.62
3550308,estadual,NORTE 1,35000413,413,3.3
3550308,estadual,NORTE 2,35000425,425,3.81
3550308,estadual,CENTRO,35000437,437,2.4
3550308,estadual,CENTRO,35000449,449,5.85
3550308,estadual,NORTE 1,35000450,450,1.81
3550308,estadual,CENTRO,35000462,462,2.63
3550308,estadual,NORTE 1,35000474,474,2.76
3550308,estadual,CENTRO,35000498,498,2.84
3550308,estadual,CENTRO,35000504,504,3.29
3550308,estadual,CENTRO,35000516,516,2.92
3550308,estadual,CENTRO,35000528,528,4.39
3550308,estadual,CENTRO,35000536,536,3.02
3550308,estadual,CENTRO,35000541,541,4.65
3550308,estadual,NORTE 1,35000553,553,0.83
3550308,estadual,NORTE 1,35000565,565,5.54
3550308,estadual,CENTRO,35000577,577,4.25
3550308,estadual,NORTE 1,35000589,589,3.55
3550308,estadual,CENTRO,35000590,590,4
3550308,estadual,NORTE 2,35000607,607,3.45
3550308,estadual,NORTE 1,35000619,619,2.98
3550308,estadual,NORTE 1,35000620,620,2.99
3550308,estadual,NORTE 1,35000632,632,4.8
3550308,estadual,NORTE 1,35000644,644,3.28
3550308,estadual,CENTRO,35000656,656,3.07
3550308,estadual,CENTRO,35000668,668,1.27
3550308,estadual,LESTE 5,35000673,673,3.75
3550308,estadual,CENTRO,35000681,681,2.83
3550308,estadual,NORTE 2,35000693,693,4.99
3550308,estadual,LESTE 5,35000700,700,4.54
3550308,estadual,CENTRO,35000711,711,1.82
3550308,estadual,CENTRO,35000723,723,2.08
3550308,estadual,NORTE 2,35000735,735,1.65
3550308,estadual,LESTE 5,35000747,747,2.68
3550308,estadual,LESTE 5,35000759,759,3.87
3550308,estadual,CENTRO,35000760,760,1.77
3550308,estadual,NORTE 2,35000772,772,2.77
3550308,estadual,CENTRO,35000784,784,3.9
3550308,estadual,LESTE 5,35000796,796,5.08
3550308,estadual,LESTE 5,35000802,802,3.03
3550308,estadual,NORTE 2,35000814,814,4.74
3550308,estadual,LESTE 5,35000838,838,3.55
3550308,estadual,CENTRO,35000848,848,2.37
3550308,estadual,LESTE 5,35000851,851,4.38
3550308,estadual,NORTE 2,35000863,863,1.73
3550308,estadual,NORTE 2,35000875,875,2.49
3550308,estadual,CENTRO,35000899,899,3.52
3550308,estadual,NORTE 2,35000905,905,3.3
3550308,estadual,CENTRO,35000917,917,1.28
3550308,estadual,CENTRO,35000929,929,1.51
3550308,estadual,CENTRO,35000930,930,1.99
3550308,estadual,CENTRO,35000942,942,2.7
3550308,estadual,CENTRO,35000966,966,1.61
3550308,estadual,CENTRO,35000978,978,2.46
3550308,estadual,CENTRO,35000985,985,3.17
3550308,estadual,NORTE 2,35001004,1004,3.41
3550308,estadual,NORTE 2,35001016,1016,2.57
3550308,estadual,NORTE 2,35001028,1028,4.07
3550308,estadual,NORTE 2,35001036,1036,2.94
3550308,estadual,NORTE 2,35001041,1041,3.74
3550308,estadual,NORTE 2,35001053,1053,4.54
3550308,estadual,NORTE 2,35001065,1065,2.24
3550308,estadual,NORTE 2,35001077,1077,3.26
3550308,estadual,NORTE 2,35001089,1089,5.2
3550308,estadual,NORTE 2,35001090,1090,3.13
3550308,estadual,NORTE 2,35001119,1119,4.69
3550308,estadual,CENTRO,35001120,1120,1.45
3550308,estadual,NORTE 2,35001132,1132,2.89
3550308,estadual,NORTE 2,35001144,1144,2.64
3550308,estadual,NORTE 2,35001156,1156,2.85
3550308,estadual,NORTE 2,35001168,1168,1.83
3550308,estadual,NORTE 2,35001173,1173,1.73
3550308,estadual,NORTE 2,35001181,1181,3.3
3550308,estadual,NORTE 2,35001193,1193,4.97
3550308,estadual,NORTE 2,35001200,1200,2.98
3550308,estadual,NORTE 2,35001211,1211,4.3
3550308,estadual,NORTE 2,35001223,1223,2.94
3550308,estadual,NORTE 2,35001235,1235,4.79
3550308,estadual,NORTE 2,35001247,1247,0.95
3550308,estadual,NORTE 2,35001259,1259,2.28
3550308,estadual,NORTE 2,35001272,1272,3.05
3550308,estadual,NORTE 2,35001284,1284,2.46
3550308,estadual,NORTE 2,35001296,1296,3.55
3550308,estadual,NORTE 2,35001302,1302,3.93
3550308,estadual,NORTE 2,35001314,1314,5.37
3550308,estadual,NORTE 2,35001326,1326,5.47
3550308,estadual,NORTE 2,35001338,1338,4.59
3550308,estadual,NORTE 2,35001348,1348,5.04
3550308,estadual,NORTE 2,35001351,1351,3.94
3550308,estadual,CENTRO,35001363,1363,2.45
3550308,estadual,LESTE 5,35001375,1375,1.51
3550308,estadual,LESTE 5,35001387,1387,2.78
3550308,estadual,LESTE 5,35001399,1399,2.44
3550308,estadual,CENTRO,35001405,1405,4.55
3550308,estadual,LESTE 5,35001417,1417,2.64
3550308,estadual,LESTE 5,35001430,1430,2.59
3550308,estadual,LESTE 5,35001442,1442,2.32
3550308,estadual,CENTRO,35001454,1454,3.58
3550308,estadual,LESTE 5,35001466,1466,4.78
3550308,estadual,CENTRO,35001478,1478,4.46
3550308,estadual,LESTE 5,35001485,1485,4.45
3550308,estadual,LESTE 5,35001491,1491,1.94
3550308,estadual,LESTE 5,35001508,1508,2.35
3550308,estadual,CENTRO SUL,35001512,1512,2.7
3550308,estadual,CENTRO,35001521,1521,3.31
3550308,estadual,CENTRO SUL,35001545,1545,1.97
3549904,estadual,SAO JOSE DOS CAMPOS,35001557,1557,2.61
3550308,estadual,CENTRO SUL,35001569,1569,2.1
3550308,estadual,CENTRO,35001570,1570,4.94
3550308,estadual,LESTE 5,35001582,1582,5.44
3550308,estadual,LESTE 5,35001600,1600,2.29
3550308,estadual,LESTE 5,35001624,1624,0.88
3550308,estadual,CENTRO,35001659,1659,3.91
3550308,estadual,CENTRO SUL,35001661,1661,1.05
3550308,estadual,LESTE 5,35001673,1673,3.98
3550308,estadual,CENTRO SUL,35001685,1685,2.08
3550308,estadual,LESTE 5,35001697,1697,2.43
3550308,estadual,LESTE 5,35001703,1703,1.3
3550308,estadual,LESTE 4,35001727,1727,4.07
3550308,estadual,CENTRO SUL,35001739,1739,4.24
3550308,estadual,LESTE 5,35001740,1740,2.64
3550308,estadual,LESTE 4,35001752,1752,4.18
3550308,estadual,CENTRO SUL,35001764,1764,3.55
3550308,estadual,LESTE 5,35001776,1776,3
3550308,estadual,CENTRO SUL,35001788,1788,3.47
3550308,estadual,CENTRO SUL,35001797,1797,3.15
3550308,estadual,LESTE 5,35001806,1806,2.49
3550308,estadual,LESTE 4,35001818,1818,4.68
3550308,estadual,CENTRO SUL,35001824,1824,0.85
3550308,estadual,CENTRO SUL,35001843,1843,2.31
3550308,estadual,CENTRO SUL,35001855,1855,2.09
3550308,estadual,LESTE 5,35001867,1867,2.2
3550308,estadual,CENTRO SUL,35001879,1879,3.63
3550308,estadual,LESTE 5,35001880,1880,1.95
3550308,estadual,CENTRO SUL,35001892,1892,4
3550308,estadual,CENTRO SUL,35001909,1909,6.23
3550308,estadual,LESTE 5,35001910,1910,1.64
3550308,estadual,LESTE 5,35001922,1922,3.88
3550308,estadual,LESTE 5,35001934,1934,3.66
3550308,estadual,CENTRO SUL,35001958,1958,1.4
3550308,estadual,LESTE 5,35001961,1961,3.97
3550308,estadual,LESTE 5,35001971,1971,2.36
3550308,estadual,LESTE 5,35001995,1995,1.82
3550308,estadual,LESTE 5,35002008,2008,1.43
3550308,estadual,LESTE 5,35002012,2012,1.91
3550308,estadual,LESTE 5,35002021,2021,3.5
3550308,estadual,LESTE 5,35002045,2045,4.65
3550308,estadual,LESTE 5,35002057,2057,2.39
3550308,estadual,LESTE 5,35002069,2069,3.26
3550308,estadual,LESTE 5,35002070,2070,2.88
3550308,estadual,LESTE 5,35002082,2082,3.01
3550308,estadual,LESTE 5,35002094,2094,2.82
3550308,estadual,LESTE 5,35002100,2100,3.36
3550308,estadual,LESTE 5,35002112,2112,1.93
3550308,estadual,LESTE 5,35002124,2124,4.92
3550308,estadual,LESTE 5,35002136,2136,2.61
3550308,estadual,LESTE 5,35002148,2148,2.51
3550308,estadual,LESTE 5,35002159,2159,2.89
3550308,estadual,LESTE 5,35002161,2161,2.54
3550308,estadual,LESTE 5,35002173,2173,0.28
3550308,estadual,LESTE 5,35002197,2197,1.59
3550308,estadual,LESTE 5,35002203,2203,1.98
3550308,estadual,LESTE 5,35002227,2227,2.81
3550308,estadual,LESTE 5,35002239,2239,4.98
3550308,estadual,LESTE 5,35002240,2240,2.41
3550308,estadual,LESTE 5,35002252,2252,0.62
3550308,estadual,LESTE 5,35002264,2264,1.63
3550308,estadual,LESTE 5,35002288,2288,4.66
3550308,estadual,LESTE 5,35002297,2297,2.63
3550308,estadual,LESTE 5,35002318,2318,3.06
3550308,estadual,LESTE 4,35002331,2331,3.65
3550308,estadual,LESTE 4,35002343,2343,3.51
3550308,estadual,LESTE 4,35002355,2355,3.67
3550308,estadual,LESTE 4,35002367,2367,3.46
3550308,estadual,LESTE 1,35002379,2379,3.17
3550308,estadual,LESTE 1,35002380,2380,3.83
3550308,estadual,LESTE 1,35002392,2392,3.68
3550308,estadual,LESTE 4,35002409,2409,2.65
3550308,estadual,LESTE 1,35002410,2410,2.63
3550308,estadual,LESTE 1,35002422,2422,1.6
3550308,estadual,LESTE 4,35002434,2434,3.92
3550308,estadual,LESTE 1,35002446,2446,3.06
3550308,estadual,LESTE 4,35002458,2458,3.59
3550308,estadual,LESTE 1,35002461,2461,2.67
3550308,estadual,LESTE 4,35002471,2471,2.86
3550308,estadual,LESTE 1,35002483,2483,5.8
3550308,estadual,LESTE 1,35002513,2513,2.09
3550308,estadual,LESTE 1,35002525,2525,2.35
3550308,estadual,LESTE 1,35002537,2537,3.45
3550308,estadual,LESTE 4,35002549,2549,2.9
3550308,estadual,LESTE 1,35002550,2550,3.15
3550308,estadual,LESTE 1,35002562,2562,2.45
3550308,estadual,LESTE 1,35002574,2574,2.08
3550308,estadual,LESTE 1,35002586,2586,2.51
3550308,estadual,LESTE 4,35002598,2598,3.81
3550308,estadual,LESTE 4,35002616,2616,3.7
3550308,estadual,LESTE 4,35002636,2636,2.06
3550308,estadual,LESTE 4,35002641,2641,2.17
3550308,estadual,LESTE 4,35002653,2653,2.76
3550308,estadual,LESTE 1,35002665,2665,6.43
3550308,estadual,LESTE 4,35002677,2677,2.51
3550308,estadual,LESTE 4,35002689,2689,3.49
3550308,estadual,LESTE 4,35002690,2690,3.38
3550308,estadual,LESTE 1,35002707,2707,2.62
3550308,estadual,LESTE 1,35002719,2719,2.81
3550308,estadual,LESTE 1,35002720,2720,4.32
3550308,estadual,LESTE 1,35002732,2732,3.82
3550308,estadual,LESTE 1,35002744,2744,2.94
3550308,estadual,LESTE 1,35002756,2756,3.31
3550308,estadual,LESTE 1,35002768,2768,5.32
3550308,estadual,LESTE 1,35002773,2773,4.48
3550308,estadual,LESTE 1,35002781,2781,4.4
3550308,estadual,LESTE 1,35002793,2793,5.3
3550308,estadual,LESTE 1,35002800,2800,3.71
3550308,estadual,LESTE 1,35002811,2811,1.95
3550308,estadual,LESTE 1,35002823,2823,4.57
3550308,estadual,LESTE 1,35002835,2835,5.3
3550308,estadual,LESTE 1,35002847,2847,2.88
3550308,estadual,LESTE 2,35002859,2859,4.67
3550308,estadual,LESTE 2,35002860,2860,5.52
3550308,estadual,LESTE 1,35002872,2872,4.11
3550308,estadual,LESTE 1,35002884,2884,4.73
3550308,estadual,LESTE 1,35002896,2896,4.38
3550308,estadual,LESTE 2,35002902,2902,2.75
3550308,estadual,LESTE 2,35002914,2914,3.11
3550308,estadual,LESTE 2,35002926,2926,3.78
3550308,estadual,LESTE 2,35002938,2938,4.15
3550308,estadual,LESTE 2,35002948,2948,5.77
3550308,estadual,LESTE 2,35002951,2951,3.61
3550308,estadual,LESTE 2,35002963,2963,5.64
3550308,estadual,LESTE 1,35002975,2975,4.13
3550308,estadual,LESTE 1,35002987,2987,4.97
3550308,estadual,LESTE 2,35002999,2999,3.7
3550308,estadual,LESTE 2,35003001,3001,3.79
3550308,estadual,LESTE 2,35003013,3013,5.04
3550308,estadual,LESTE 2,35003037,3037,3.41
3550308,estadual,LESTE 2,35003049,3049,5.38
3550308,estadual,LESTE 2,35003050,3050,4.59
3550308,estadual,LESTE 1,35003062,3062,2.6
3550308,estadual,LESTE 1,35003074,3074,4.15
3550308,estadual,LESTE 1,35003086,3086,3.7
3550308,estadual,LESTE 4,35003098,3098,4.09
3550308,estadual,LESTE 4,35003104,3104,3.29
3550308,estadual,LESTE 1,35003116,3116,3.78
3550308,estadual,LESTE 3,35003128,3128,5.02
3550308,estadual,LESTE 4,35003136,3136,5.65
3550308,estadual,LESTE 3,35003141,3141,4.52
3550308,estadual,LESTE 4,35003153,3153,3.75
3550308,estadual,LESTE 4,35003165,3165,4.82
3550308,estadual,LESTE 3,35003177,3177,5.58
3550308,estadual,LESTE 4,35003189,3189,5.45
3550308,estadual,LESTE 1,35003190,3190,2.87
3550308,estadual,LESTE 1,35003207,3207,4.98
3550308,estadual,LESTE 1,35003219,3219,4.19
3550308,estadual,LESTE 1,35003220,3220,3.6
3550308,estadual,LESTE 4,35003232,3232,3.87
3550308,estadual,LESTE 3,35003244,3244,4.5
3550308,estadual,LESTE 3,35003256,3256,3.82
3550308,estadual,LESTE 3,35003268,3268,4.88
3550308,estadual,LESTE 4,35003273,3273,3.44
3550308,estadual,LESTE 2,35003281,3281,5.61
3550308,estadual,LESTE 1,35003293,3293,4.58
3550308,estadual,LESTE 4,35003300,3300,3.79
3550308,estadual,LESTE 3,35003311,3311,4.03
3550308,estadual,LESTE 3,35003323,3323,5.89
3550308,estadual,LESTE 4,35003335,3335,3.95
3550308,estadual,CENTRO OESTE,35003347,3347,3.12
3550308,estadual,CENTRO OESTE,35003360,3360,3.7
3550308,estadual,CENTRO OESTE,35003372,3372,1.45
3550308,estadual,CENTRO OESTE,35003384,3384,2.9
3550308,estadual,CENTRO OESTE,35003402,3402,2.4
3550308,estadual,CENTRO,35003414,3414,4.83
3550308,estadual,CENTRO,35003426,3426,3.74
3550308,estadual,CENTRO,35003448,3448,4.29
3550308,estadual,CENTRO,35003451,3451,4.6
3550308,estadual,CENTRO OESTE,35003463,3463,3.34
3550308,estadual,CENTRO,35003475,3475,2.25
3550308,estadual,CENTRO,35003487,3487,3.91
3550308,estadual,CENTRO,35003499,3499,1.27
3550308,estadual,CENTRO,35003505,3505,5.59
3550308,estadual,CENTRO OESTE,35003517,3517,2.78
3550308,estadual,CENTRO,35003530,3530,3.66
3550308,estadual,CENTRO OESTE,35003542,3542,1.54
3550308,estadual,CENTRO,35003554,3554,2.36
3550308,estadual,CENTRO,35003566,3566,2.36
3550308,estadual,CENTRO OESTE,35003585,3585,0.97
3550308,estadual,CENTRO OESTE,35003591,3591,3.39
3550308,estadual,CENTRO OESTE,35003612,3612,3.37
3550308,estadual,CENTRO,35003621,3621,4.42
3550308,estadual,CENTRO,35003633,3633,3.52
3550308,estadual,CENTRO OESTE,35003657,3657,2.21
3550308,estadual,CENTRO OESTE,35003669,3669,2.38
3550308,estadual,CENTRO,35003670,3670,3.21
3550308,estadual,CENTRO OESTE,35003682,3682,1.73
3550308,estadual,CENTRO OESTE,35003700,3700,0.28
3550308,estadual,CENTRO,35003712,3712,3.79
3550308,estadual,CENTRO SUL,35003724,3724,1.62
3550308,estadual,CENTRO OESTE,35003736,3736,3.61
3550308,estadual,CENTRO SUL,35003748,3748,2.37
3550308,estadual,CENTRO SUL,35003759,3759,4.05
3550308,estadual,CENTRO OESTE,35003773,3773,1.36
3550308,estadual,CENTRO SUL,35003797,3797,1.78
3550308,estadual,CENTRO OESTE,35003803,3803,3.17
3550308,estadual,CENTRO SUL,35003815,3815,3.4
3550308,estadual,CENTRO SUL,35003827,3827,2.44
3550308,estadual,CENTRO OESTE,35003839,3839,2.16
3550308,estadual,CENTRO OESTE,35003840,3840,2.77
3550308,estadual,CENTRO,35003852,3852,3.28
3550308,estadual,CENTRO OESTE,35003864,3864,4.37
3550308,estadual,CENTRO OESTE,35003876,3876,3.52
3550308,estadual,CENTRO OESTE,35003888,3888,1.67
3550308,estadual,CENTRO OESTE,35003897,3897,3.96
3550308,estadual,CENTRO OESTE,35003918,3918,2.7
3550308,estadual,CENTRO OESTE,35003924,3924,1.7
3550308,estadual,CENTRO OESTE,35003931,3931,2.32
3550308,estadual,CENTRO OESTE,35003943,3943,4.41
3550308,estadual,CENTRO OESTE,35003955,3955,2.24
3550308,estadual,CENTRO OESTE,35003967,3967,1.41
3550308,estadual,CENTRO OESTE,35003980,3980,2.49
3550308,estadual,CENTRO OESTE,35003992,3992,4.14
3550308,estadual,CENTRO OESTE,35004005,4005,5.26
3550308,estadual,CENTRO OESTE,35004029,4029,4.69
3550308,estadual,CENTRO OESTE,35004030,4030,4.48
3557006,estadual,VOTORANTIM,35004039,4039,5.42
3550308,estadual,CENTRO OESTE,35004042,4042,5.16
3546702,estadual,LIMEIRA,35004065,4065,4.12
3550308,estadual,CENTRO OESTE,35004066,4066,3.3
3550308,estadual,CENTRO OESTE,35004078,4078,2.08
3550308,estadual,CENTRO OESTE,35004085,4085,5.59
3550308,estadual,CENTRO OESTE,35004091,4091,4.23
3503208,estadual,ARARAQUARA,35004092,4092,4.45
3541406,estadual,PRESIDENTE PRUDENTE,35004102,4102,4.52
3550308,estadual,CENTRO OESTE,35004112,4112,5.62
3520400,estadual,CARAGUATATUBA,35004118,4118,4.91
3550308,estadual,CENTRO OESTE,35004121,4121,2.77
3550308,estadual,CENTRO OESTE,35004133,4133,1.61
3550308,estadual,CENTRO OESTE,35004145,4145,1.35
3550308,estadual,CENTRO OESTE,35004157,4157,2.99
3550308,estadual,CENTRO OESTE,35004169,4169,2.59
3550308,estadual,CENTRO OESTE,35004170,4170,1.73
3510609,estadual,CARAPICUIBA,35004191,4191,4.65
3550308,estadual,CENTRO OESTE,35004194,4194,5.72
3550308,estadual,CENTRO OESTE,35004200,4200,4.54
3550308,estadual,CENTRO OESTE,35004212,4212,2.24
3550308,estadual,CENTRO OESTE,35004224,4224,2.01
3550308,estadual,CENTRO OESTE,35004236,4236,4.5
3550308,estadual,CENTRO OESTE,35004248,4248,3.78
3550308,estadual,CENTRO OESTE,35004259,4259,4.94
3550308,estadual,CENTRO SUL,35004273,4273,5.34
3550308,estadual,CENTRO SUL,35004285,4285,4.13
3550308,estadual,CENTRO SUL,35004297,4297,2.82
3550308,estadual,CENTRO SUL,35004303,4303,5.1
3550308,estadual,CENTRO SUL,35004315,4315,3.63
3550308,estadual,CENTRO SUL,35004327,4327,2.51
3550308,estadual,CENTRO SUL,35004339,4339,4.56
3550308,estadual,CENTRO SUL,35004340,4340,4.4
3550308,estadual,CENTRO SUL,35004364,4364,4.12
3550308,estadual,CENTRO SUL,35004388,4388,1.59
3550308,estadual,CENTRO SUL,35004397,4397,5.6
3550308,estadual,CENTRO SUL,35004406,4406,3.36
3550308,estadual,CENTRO SUL,35004418,4418,5.25
3550308,estadual,CENTRO SUL,35004424,4424,3.06
3550308,estadual,CENTRO SUL,35004431,4431,5.17
3550308,estadual,CENTRO SUL,35004443,4443,4.47
3550308,estadual,CENTRO SUL,35004455,4455,3.45
3550308,estadual,CENTRO SUL,35004467,4467,3.14
3550308,estadual,CENTRO SUL,35004479,4479,1.89
3550308,estadual,CENTRO SUL,35004480,4480,3.11
3550308,estadual,CENTRO SUL,35004492,4492,4.68
3550308,estadual,CENTRO SUL,35004509,4509,5.37
3550308,estadual,CENTRO SUL,35004510,4510,3.57
3550308,estadual,CENTRO SUL,35004522,4522,3.14
3550308,estadual,SUL 1,35004534,4534,4.22
3550308,estadual,CENTRO SUL,35004546,4546,1.86
3550308,estadual,SUL 1,35004558,4558,5.32
3550308,estadual,CENTRO SUL,35004561,4561,5.18
3550308,estadual,CENTRO OESTE,35004571,4571,1.17
3550308,estadual,SUL 1,35004583,4583,4.44
3550308,estadual,CENTRO OESTE,35004595,4595,3.22
3550308,estadual,CENTRO SUL,35004601,4601,4.51
3550308,estadual,SUL 1,35004613,4613,5.4
3550308,estadual,CENTRO OESTE,35004625,4625,3.24
3550308,estadual,CENTRO SUL,35004649,4649,5.09
3550308,estadual,CENTRO OESTE,35004662,4662,2.65
3550308,estadual,SUL 1,35004674,4674,3.65
3550308,estadual,SUL 1,35004686,4686,5.24
3550308,estadual,SUL 1,35004698,4698,3.88
3550308,estadual,SUL 1,35004704,4704,2.08
3503208,estadual,ARARAQUARA,35004714,4714,4.45
3550308,estadual,CENTRO OESTE,35004716,4716,3.52
3550308,estadual,SUL 1,35004728,4728,5.17
3550308,estadual,SUL 1,35004736,4736,3.28
3550308,estadual,CENTRO SUL,35004741,4741,3.46
3550308,estadual,SUL 1,35004753,4753,2.79
3550308,estadual,CENTRO OESTE,35004765,4765,4.21
3550308,estadual,CENTRO SUL,35004777,4777,2.04
3550308,estadual,CENTRO SUL,35004789,4789,2.63
3550308,estadual,CENTRO SUL,35004790,4790,1.13
3550308,estadual,SUL 1,35004807,4807,2.54
3550308,estadual,CENTRO SUL,35004819,4819,3.42
3550308,estadual,CENTRO SUL,35004820,4820,2.27
3550308,estadual,CENTRO OESTE,35004832,4832,0.46
3550308,estadual,CENTRO SUL,35004844,4844,2.58
3550308,estadual,CENTRO SUL,35004856,4856,3.45
3550308,estadual,SUL 1,35004868,4868,4.77
3550308,estadual,CENTRO SUL,35004873,4873,3
3550308,estadual,SUL 1,35004881,4881,5.98
3550308,estadual,CENTRO SUL,35004893,4893,1.66
3550308,estadual,SUL 1,35004900,4900,6.18
3550308,estadual,SUL 2,35004911,4911,3.19
3550308,estadual,SUL 2,35004923,4923,4.56
3550308,estadual,SUL 1,35004935,4935,3.16
3550308,estadual,SUL 1,35004947,4947,4.54
3550308,estadual,SUL 1,35004959,4959,5.49
3550308,estadual,SUL 1,35004960,4960,4.81
3550308,estadual,SUL 1,35004972,4972,3.21
3550308,estadual,SUL 1,35004984,4984,2.6
3550308,estadual,SUL 2,35004996,4996,5.08
3550308,estadual,SUL 2,35005009,5009,4.11
3550308,estadual,SUL 2,35005010,5010,2.9
3550308,estadual,SUL 1,35005022,5022,3.85
3550308,estadual,SUL 1,35005034,5034,3.17
3550308,estadual,SUL 1,35005046,5046,5.85
3550308,estadual,SUL 1,35005058,5058,4.49
3550308,estadual,SUL 2,35005061,5061,4.24
3550308,estadual,SUL 1,35005071,5071,4.11
3550308,estadual,SUL 1,35005083,5083,2.42
3550308,estadual,SUL 1,35005095,5095,4.67
3550308,estadual,SUL 1,35005113,5113,4.08
3550308,estadual,SUL 1,35005125,5125,3.96
3550308,estadual,SUL 1,35005137,5137,3.21
3550308,estadual,SUL 1,35005149,5149,3.16
3550308,estadual,SUL 1,35005150,5150,4.35
3550308,estadual,SUL 1,35005162,5162,2.8
3550308,estadual,SUL 1,35005174,5174,2.07
3550308,estadual,SUL 2,35005186,5186,4.32
3550308,estadual,SUL 1,35005198,5198,2.52
3550308,estadual,SUL 1,35005204,5204,3.13
3550308,estadual,SUL 1,35005216,5216,1.95
3550308,estadual,SUL 1,35005228,5228,1.58
3550308,estadual,SUL 2,35005236,5236,4.87
3550308,estadual,SUL 2,35005241,5241,5.32
3550308,estadual,SUL 2,35005253,5253,5.39
3550308,estadual,SUL 2,35005265,5265,5
3550308,estadual,SUL 3,35005277,5277,3.07
3550308,estadual,SUL 3,35005289,5289,3.44
3550308,estadual,SUL 3,35005290,5290,4.94
3550308,estadual,SUL 3,35005307,5307,3.59
3550308,estadual,SUL 3,35005319,5319,5.71
3550308,estadual,SUL 3,35005320,5320,5.06
3550308,estadual,SUL 3,35005332,5332,5.25
3550308,estadual,SUL 3,35005344,5344,5.74
3550308,estadual,SUL 3,35005356,5356,2.41
3550308,estadual,SUL 3,35005368,5368,2.56
3550308,estadual,SUL 3,35005373,5373,5.57
3550308,estadual,SUL 3,35005381,5381,3.89
3550308,estadual,SUL 3,35005393,5393,6.06
3550308,estadual,SUL 2,35005400,5400,4.03
3550308,estadual,SUL 2,35005411,5411,5.88
3550308,estadual,SUL 3,35005423,5423,5.97
3550308,estadual,SUL 2,35005435,5435,3.9
3550308,estadual,SUL 3,35005447,5447,5.31
3550308,estadual,SUL 3,35005459,5459,4.76
3550308,estadual,SUL 3,35005460,5460,4.7
3550308,estadual,SUL 2,35005472,5472,4.74
3550308,estadual,SUL 2,35005484,5484,4.72
3516309,estadual,CAIEIRAS,35005502,5502,4.74
3509205,estadual,CAIEIRAS,35005538,5538,4.85
3509205,estadual,CAIEIRAS,35005548,5548,3.21
3509205,estadual,CAIEIRAS,35005551,5551,4.16
3509007,estadual,CAIEIRAS,35005575,5575,4.72
3509007,estadual,CAIEIRAS,35005587,5587,4.53
3509007,estadual,CAIEIRAS,35005599,5599,5.87
3509007,estadual,CAIEIRAS,35005605,5605,4.06
3509007,estadual,CAIEIRAS,35005629,5629,1.62
3509007,estadual,CAIEIRAS,35005630,5630,2.45
3528502,estadual,CAIEIRAS,35005642,5642,2.56
3516408,estadual,CAIEIRAS,35005654,5654,5.44
3516408,estadual,CAIEIRAS,35005666,5666,3.58
3516408,estadual,CAIEIRAS,35005678,5678,3.87
3528502,estadual,CAIEIRAS,35005685,5685,3.44
3516408,estadual,CAIEIRAS,35005691,5691,3.46
3516408,estadual,CAIEIRAS,35005708,5708,3.75
3516408,estadual,CAIEIRAS,35005712,5712,4.25
3528502,estadual,CAIEIRAS,35005721,5721,6.2
3528502,estadual,CAIEIRAS,35005733,5733,4.42
3528502,estadual,CAIEIRAS,35005745,5745,4.21
3516408,estadual,CAIEIRAS,35005769,5769,4.52
3516309,estadual,CAIEIRAS,35005770,5770,3.74
3518800,estadual,GUARULHOS SUL,35005782,5782,4.08
3518800,estadual,GUARULHOS SUL,35005794,5794,2.47
